code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,target,total_clicks,active_days,unique_vle_sites,active_weeks
AAA,2013J,F,North Region,A Level or Equivalent,50-60%,35-55,0,60,N,1,1635.0,78.0,78.0,12.0
AAA,2013J,F,South Region,HE Qualification,80-90%,35-55,0,60,N,1,4044.0,148.0,120.0,22.0
AAA,2013J,M,South West Region,HE Qualification,60-70%,0-35,0,120,N,1,357.0,29.0,39.0,5.0
AAA,2013J,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,0,505.0,27.0,47.0,4.0
AAA,2013J,M,North Region,Lower Than A Level,60-70%,0-35,0,120,N,0,608.0,71.0,40.0,11.0
AAA,2013J,F,London Region,A Level or Equivalent,80-90%,0-35,0,150,N,1,159.0,15.0,22.0,3.0
AAA,2013J,M,London Region,A Level or Equivalent,0-10%,35-55,0,420,N,1,999.0,57.0,50.0,9.0
AAA,2013J,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,1,3008.0,144.0,88.0,21.0
AAA,2013J,F,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,1,1225.0,75.0,51.0,11.0
AAA,2013J,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,1,357.0,37.0,35.0,6.0
AAA,2013J,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,60,N,1,1171.0,77.0,58.0,11.0
AAA,2013J,F,West Midlands Region,Lower Than A Level,10-20,35-55,0,60,N,1,557.0,31.0,42.0,5.0
AAA,2013J,M,Ireland,HE Qualification,?,35-55,0,60,N,1,1176.0,104.0,70.0,15.0
AAA,2013J,F,Ireland,A Level or Equivalent,?,35-55,0,60,N,1,1102.0,55.0,75.0,8.0
AAA,2013J,M,East Anglian Region,HE Qualification,90-100%,55<=,0,60,N,1,5113.0,197.0,87.0,29.0
AAA,2013J,M,North Region,HE Qualification,?,35-55,0,60,N,1,3838.0,158.0,113.0,23.0
AAA,2013J,M,North Western Region,HE Qualification,70-80%,35-55,0,60,N,1,1854.0,82.0,58.0,12.0
AAA,2013J,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,180,N,0,118.0,14.0,15.0,2.0
AAA,2013J,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,1,1649.0,130.0,74.0,19.0
AAA,2013J,F,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,1,1612.0,91.0,73.0,13.0
AAA,2013J,M,London Region,A Level or Equivalent,10-20,0-35,0,180,N,1,610.0,39.0,55.0,6.0
AAA,2013J,M,South West Region,HE Qualification,80-90%,35-55,0,170,N,1,1240.0,129.0,85.0,19.0
AAA,2013J,M,London Region,HE Qualification,10-20,0-35,0,120,N,0,427.0,15.0,36.0,3.0
AAA,2013J,M,Scotland,HE Qualification,30-40%,35-55,0,60,N,1,1956.0,79.0,131.0,12.0
AAA,2013J,M,South East Region,A Level or Equivalent,50-60%,35-55,0,60,N,1,7230.0,184.0,92.0,27.0
AAA,2013J,M,Scotland,A Level or Equivalent,90-100%,0-35,0,120,N,1,1209.0,64.0,67.0,10.0
AAA,2013J,F,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,1,2722.0,152.0,82.0,22.0
AAA,2013J,M,London Region,Lower Than A Level,50-60%,35-55,0,60,N,1,421.0,61.0,38.0,9.0
AAA,2013J,M,South West Region,HE Qualification,80-90%,35-55,0,60,N,1,1444.0,108.0,101.0,16.0
AAA,2013J,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,90,Y,0,325.0,28.0,34.0,4.0
AAA,2013J,F,London Region,A Level or Equivalent,10-20,35-55,0,60,N,1,2825.0,152.0,84.0,22.0
AAA,2013J,M,Ireland,HE Qualification,?,0-35,0,180,N,0,1141.0,60.0,55.0,9.0
AAA,2013J,M,London Region,HE Qualification,60-70%,0-35,0,60,N,1,176.0,29.0,19.0,5.0
AAA,2013J,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,1,413.0,34.0,42.0,5.0
AAA,2013J,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,1,543.0,41.0,40.0,6.0
AAA,2013J,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,1,989.0,99.0,45.0,15.0
AAA,2013J,M,London Region,A Level or Equivalent,40-50%,0-35,0,240,N,1,1660.0,70.0,63.0,10.0
AAA,2013J,M,Scotland,Post Graduate Qualification,90-100%,0-35,0,60,N,1,329.0,29.0,32.0,5.0
AAA,2013J,M,South Region,HE Qualification,90-100%,55<=,0,60,N,1,1597.0,136.0,84.0,20.0
AAA,2013J,M,London Region,HE Qualification,80-90%,0-35,0,80,N,1,270.0,23.0,30.0,4.0
AAA,2013J,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,1,386.0,41.0,44.0,6.0
AAA,2013J,M,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,1,1721.0,115.0,73.0,17.0
AAA,2013J,F,East Midlands Region,HE Qualification,60-70%,35-55,0,60,N,0,1424.0,94.0,71.0,14.0
AAA,2013J,M,London Region,HE Qualification,20-30%,35-55,0,60,N,1,561.0,43.0,77.0,7.0
AAA,2013J,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,1,885.0,51.0,41.0,8.0
AAA,2013J,M,North Western Region,Lower Than A Level,20-30%,0-35,0,90,N,1,1691.0,162.0,56.0,24.0
AAA,2013J,M,Wales,Lower Than A Level,20-30%,35-55,0,60,N,1,2323.0,138.0,67.0,20.0
AAA,2013J,M,North Western Region,HE Qualification,10-20,0-35,0,120,N,1,985.0,106.0,68.0,16.0
AAA,2013J,F,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,1,692.0,45.0,51.0,7.0
AAA,2013J,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,1,4429.0,183.0,82.0,27.0
AAA,2013J,M,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,1,1022.0,61.0,48.0,9.0
AAA,2013J,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,N,1,2066.0,98.0,68.0,14.0
AAA,2013J,M,East Anglian Region,A Level or Equivalent,10-20,35-55,0,90,N,0,2716.0,92.0,82.0,14.0
AAA,2013J,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,1,2972.0,111.0,88.0,16.0
AAA,2013J,M,London Region,Lower Than A Level,40-50%,0-35,0,60,N,1,1046.0,51.0,53.0,8.0
AAA,2013J,F,Scotland,A Level or Equivalent,30-40%,0-35,0,150,N,1,392.0,41.0,37.0,6.0
AAA,2013J,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,0,122.0,13.0,21.0,2.0
AAA,2013J,M,North Western Region,HE Qualification,30-40%,0-35,0,60,N,0,59.0,8.0,12.0,2.0
AAA,2013J,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,1,1740.0,74.0,62.0,11.0
AAA,2013J,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,1,904.0,53.0,70.0,8.0
AAA,2013J,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,1,467.0,43.0,52.0,7.0
AAA,2013J,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,1,1551.0,93.0,59.0,14.0
AAA,2013J,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,1,297.0,23.0,29.0,4.0
AAA,2013J,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,1,4622.0,182.0,96.0,26.0
AAA,2013J,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,1,111.0,21.0,23.0,3.0
AAA,2013J,M,South East Region,HE Qualification,90-100%,55<=,0,60,N,1,1563.0,93.0,83.0,14.0
AAA,2013J,M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,1,780.0,80.0,51.0,12.0
AAA,2013J,M,South East Region,A Level or Equivalent,40-50%,35-55,0,240,N,0,628.0,70.0,44.0,10.0
AAA,2013J,M,South Region,Post Graduate Qualification,90-100%,55<=,0,60,N,1,1898.0,101.0,88.0,15.0
AAA,2013J,F,South East Region,HE Qualification,80-90%,0-35,0,60,N,1,447.0,50.0,37.0,8.0
AAA,2013J,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,1,1490.0,82.0,50.0,12.0
AAA,2013J,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,0,513.0,24.0,42.0,4.0
AAA,2013J,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,0,146.0,11.0,17.0,2.0
AAA,2013J,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,Y,1,1198.0,75.0,76.0,11.0
AAA,2013J,M,West Midlands Region,A Level or Equivalent,50-60%,35-55,0,120,N,1,892.0,68.0,60.0,10.0
AAA,2013J,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,1,979.0,91.0,58.0,13.0
AAA,2013J,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,1,2482.0,153.0,80.0,22.0
AAA,2013J,F,East Midlands Region,HE Qualification,10-20,0-35,0,60,N,1,883.0,68.0,65.0,10.0
AAA,2013J,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,1,1336.0,62.0,69.0,9.0
AAA,2013J,M,South West Region,A Level or Equivalent,60-70%,55<=,0,120,N,1,1921.0,124.0,79.0,18.0
AAA,2013J,M,South Region,Post Graduate Qualification,90-100%,55<=,0,60,N,1,11099.0,211.0,109.0,31.0
AAA,2013J,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,1,244.0,38.0,27.0,6.0
AAA,2013J,F,East Anglian Region,HE Qualification,80-90%,0-35,0,120,N,1,1144.0,97.0,61.0,14.0
AAA,2013J,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,1,5046.0,176.0,99.0,26.0
AAA,2013J,M,South Region,HE Qualification,90-100%,55<=,0,60,N,1,8696.0,185.0,101.0,27.0
AAA,2013J,M,East Anglian Region,HE Qualification,40-50%,35-55,0,60,N,1,1691.0,106.0,74.0,16.0
AAA,2013J,F,South West Region,A Level or Equivalent,10-20,35-55,0,60,N,1,1783.0,94.0,80.0,14.0
AAA,2013J,M,South East Region,A Level or Equivalent,90-100%,0-35,0,120,N,1,105.0,28.0,20.0,4.0
AAA,2013J,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,1,1305.0,58.0,62.0,9.0
AAA,2013J,M,Scotland,A Level or Equivalent,20-30%,0-35,0,120,N,1,214.0,24.0,34.0,4.0
AAA,2013J,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,1,345.0,22.0,31.0,4.0
AAA,2013J,F,London Region,A Level or Equivalent,50-60%,0-35,0,150,N,0,331.0,26.0,30.0,4.0
AAA,2013J,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,1,1196.0,91.0,64.0,13.0
AAA,2013J,M,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,1,286.0,27.0,25.0,4.0
AAA,2013J,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,180,N,0,135.0,27.0,21.0,4.0
AAA,2013J,M,Scotland,Lower Than A Level,50-60%,55<=,0,60,N,1,1750.0,88.0,74.0,13.0
AAA,2013J,M,Yorkshire Region,HE Qualification,0-10%,0-35,0,60,N,1,746.0,60.0,58.0,9.0
AAA,2013J,M,Ireland,HE Qualification,70-80%,35-55,0,120,N,1,3186.0,139.0,92.0,20.0
AAA,2013J,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,0,50.0,14.0,11.0,2.0
AAA,2013J,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,180,Y,1,472.0,42.0,45.0,6.0
AAA,2013J,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,1,1805.0,105.0,71.0,15.0
AAA,2013J,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,1,501.0,88.0,30.0,13.0
AAA,2013J,F,Scotland,HE Qualification,50-60%,35-55,0,120,N,0,164.0,8.0,17.0,2.0
AAA,2013J,M,North Western Region,HE Qualification,80-90%,35-55,0,60,N,1,556.0,57.0,46.0,9.0
AAA,2013J,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,0,166.0,27.0,23.0,4.0
AAA,2013J,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,0,771.0,58.0,47.0,9.0
AAA,2013J,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,1,738.0,59.0,63.0,9.0
AAA,2013J,M,East Anglian Region,Lower Than A Level,10-20,35-55,0,60,N,1,1765.0,113.0,80.0,17.0
AAA,2013J,M,South West Region,HE Qualification,40-50%,0-35,0,60,N,1,1410.0,117.0,60.0,17.0
AAA,2013J,F,South West Region,A Level or Equivalent,50-60%,0-35,0,120,Y,1,342.0,24.0,37.0,4.0
AAA,2013J,M,Wales,HE Qualification,50-60%,35-55,0,120,N,0,213.0,17.0,21.0,3.0
AAA,2013J,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,180,N,1,647.0,49.0,60.0,7.0
AAA,2013J,M,North Region,HE Qualification,?,0-35,0,60,N,1,1759.0,118.0,52.0,17.0
AAA,2013J,F,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,1,1815.0,102.0,81.0,15.0
AAA,2013J,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,1,887.0,81.0,46.0,12.0
AAA,2013J,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,120,N,1,484.0,86.0,34.0,13.0
AAA,2013J,M,Ireland,Lower Than A Level,?,0-35,0,120,N,1,136.0,28.0,21.0,4.0
AAA,2013J,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,120,N,1,813.0,92.0,55.0,14.0
AAA,2013J,F,London Region,Lower Than A Level,80-90%,35-55,0,60,N,1,547.0,45.0,40.0,7.0
AAA,2013J,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,1,544.0,37.0,44.0,6.0
AAA,2013J,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,0,344.0,40.0,43.0,6.0
AAA,2013J,F,North Western Region,A Level or Equivalent,50-60%,35-55,0,120,N,1,1747.0,122.0,60.0,18.0
AAA,2013J,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,1,581.0,40.0,45.0,6.0
AAA,2013J,M,Yorkshire Region,HE Qualification,50-60%,0-35,0,180,N,1,768.0,48.0,53.0,7.0
AAA,2013J,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,240,N,0,1169.0,77.0,84.0,11.0
AAA,2013J,F,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,1,828.0,73.0,52.0,11.0
AAA,2013J,M,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,1,1381.0,75.0,57.0,11.0
AAA,2013J,M,Wales,Lower Than A Level,20-30%,35-55,0,120,N,1,493.0,25.0,39.0,4.0
AAA,2013J,M,North Region,A Level or Equivalent,20-30%,0-35,0,120,N,1,863.0,59.0,51.0,9.0
AAA,2013J,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,120,N,1,584.0,80.0,48.0,12.0
AAA,2013J,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,Y,0,342.0,27.0,48.0,4.0
AAA,2013J,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,1,331.0,18.0,35.0,3.0
AAA,2013J,F,South East Region,A Level or Equivalent,70-80%,0-35,0,150,N,1,489.0,38.0,47.0,6.0
AAA,2013J,M,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,1,381.0,31.0,36.0,5.0
AAA,2013J,M,London Region,HE Qualification,30-40%,0-35,0,60,N,1,1172.0,124.0,82.0,18.0
AAA,2013J,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,1,2092.0,99.0,63.0,15.0
AAA,2013J,F,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,0,58.0,2.0,14.0,1.0
AAA,2013J,M,South East Region,HE Qualification,80-90%,0-35,0,120,N,1,844.0,67.0,49.0,10.0
AAA,2013J,M,North Western Region,HE Qualification,80-90%,35-55,0,60,N,1,773.0,76.0,60.0,11.0
AAA,2013J,M,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,1,976.0,52.0,38.0,8.0
AAA,2013J,M,South East Region,HE Qualification,90-100%,0-35,0,120,N,1,477.0,52.0,54.0,8.0
AAA,2013J,M,North Western Region,HE Qualification,40-50%,0-35,0,120,N,1,1940.0,94.0,71.0,14.0
AAA,2013J,M,South East Region,HE Qualification,60-70%,0-35,0,60,N,1,891.0,60.0,46.0,9.0
AAA,2013J,M,West Midlands Region,HE Qualification,80-90%,0-35,0,120,N,0,120.0,17.0,17.0,3.0
AAA,2013J,M,West Midlands Region,HE Qualification,70-80%,0-35,0,120,N,1,361.0,32.0,33.0,5.0
AAA,2013J,M,Ireland,HE Qualification,90-100%,0-35,0,120,N,1,1016.0,40.0,52.0,6.0
AAA,2013J,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,120,N,0,173.0,17.0,21.0,3.0
AAA,2013J,M,South West Region,A Level or Equivalent,90-100%,0-35,0,120,N,1,5292.0,198.0,86.0,29.0
AAA,2013J,M,South Region,Post Graduate Qualification,90-100%,35-55,0,60,N,1,551.0,30.0,77.0,5.0
AAA,2013J,M,Scotland,Post Graduate Qualification,90-100%,35-55,0,60,N,0,406.0,34.0,33.0,5.0
AAA,2013J,M,South Region,HE Qualification,90-100%,55<=,0,120,N,1,2346.0,104.0,93.0,15.0
AAA,2013J,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,120,N,1,4242.0,169.0,103.0,25.0
AAA,2013J,M,South Region,Lower Than A Level,70-80%,55<=,0,60,N,1,3331.0,149.0,87.0,22.0
AAA,2013J,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,60,N,1,6365.0,178.0,100.0,26.0
AAA,2013J,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,1,2083.0,126.0,69.0,18.0
AAA,2013J,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,1,1179.0,76.0,88.0,11.0
AAA,2013J,M,North Western Region,HE Qualification,40-50%,35-55,0,60,N,1,905.0,78.0,45.0,12.0
AAA,2013J,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,1,724.0,53.0,56.0,8.0
AAA,2013J,F,West Midlands Region,HE Qualification,90-100%,35-55,0,60,N,1,2307.0,132.0,85.0,19.0
AAA,2013J,M,South Region,HE Qualification,90-100%,35-55,0,60,N,1,5031.0,137.0,96.0,20.0
AAA,2013J,F,London Region,Lower Than A Level,30-40%,35-55,0,60,N,1,1677.0,126.0,80.0,18.0
AAA,2013J,M,Scotland,HE Qualification,80-90%,55<=,0,60,N,1,1518.0,99.0,53.0,15.0
AAA,2013J,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,0,240.0,24.0,26.0,4.0
AAA,2013J,F,East Midlands Region,HE Qualification,30-40%,35-55,0,60,N,1,815.0,63.0,56.0,9.0
AAA,2013J,F,Yorkshire Region,A Level or Equivalent,10-20,35-55,0,120,N,0,1734.0,39.0,91.0,6.0
AAA,2013J,M,West Midlands Region,HE Qualification,40-50%,35-55,0,120,N,1,2724.0,126.0,110.0,18.0
AAA,2013J,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,Y,0,792.0,38.0,50.0,6.0
AAA,2013J,M,London Region,A Level or Equivalent,70-80%,35-55,0,60,N,1,2964.0,128.0,68.0,19.0
AAA,2013J,F,South East Region,Lower Than A Level,80-90%,35-55,0,60,N,1,3563.0,106.0,73.0,16.0
AAA,2013J,M,London Region,Lower Than A Level,90-100%,35-55,0,60,N,1,687.0,15.0,66.0,3.0
AAA,2013J,M,South Region,HE Qualification,90-100%,35-55,0,60,N,0,998.0,44.0,55.0,7.0
AAA,2013J,M,North Western Region,A Level or Equivalent,60-70%,35-55,0,60,N,1,5309.0,174.0,106.0,25.0
AAA,2013J,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,1,4277.0,179.0,84.0,26.0
AAA,2013J,F,Scotland,HE Qualification,40-50%,35-55,0,60,N,1,2025.0,94.0,72.0,14.0
AAA,2013J,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,1,1524.0,61.0,93.0,9.0
AAA,2013J,M,South East Region,HE Qualification,70-80%,55<=,0,60,N,1,5402.0,174.0,115.0,25.0
AAA,2013J,M,Ireland,HE Qualification,?,35-55,0,60,N,1,1168.0,66.0,66.0,10.0
AAA,2013J,M,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,1,449.0,36.0,49.0,6.0
AAA,2013J,M,South West Region,Lower Than A Level,40-50%,35-55,0,60,N,1,4591.0,177.0,80.0,26.0
AAA,2013J,M,South West Region,Lower Than A Level,40-50%,35-55,0,300,Y,1,4857.0,167.0,90.0,24.0
AAA,2013J,M,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,60,N,1,1341.0,74.0,69.0,11.0
AAA,2013J,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,Y,1,799.0,52.0,60.0,8.0
AAA,2013J,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,1,4197.0,105.0,78.0,15.0
AAA,2013J,M,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,1,1693.0,118.0,84.0,17.0
AAA,2013J,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,Y,1,389.0,34.0,32.0,5.0
AAA,2013J,M,Ireland,Lower Than A Level,50-60%,35-55,0,120,N,1,950.0,48.0,71.0,7.0
AAA,2013J,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,Y,1,1042.0,60.0,73.0,9.0
AAA,2013J,M,North Western Region,Lower Than A Level,30-40%,35-55,0,60,N,1,497.0,33.0,48.0,5.0
AAA,2013J,F,South West Region,Lower Than A Level,70-80%,35-55,0,60,N,1,1559.0,77.0,62.0,11.0
AAA,2013J,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,0,2025.0,120.0,83.0,18.0
AAA,2013J,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,1,931.0,59.0,69.0,9.0
AAA,2013J,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,1,622.0,54.0,43.0,8.0
AAA,2013J,F,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,0,1924.0,83.0,64.0,12.0
AAA,2013J,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,1,618.0,42.0,45.0,6.0
AAA,2013J,F,North Western Region,Lower Than A Level,80-90%,35-55,0,60,N,1,4033.0,140.0,102.0,20.0
AAA,2013J,F,South Region,Lower Than A Level,70-80%,35-55,0,60,N,1,1601.0,75.0,62.0,11.0
