code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,target,total_clicks,active_days,unique_vle_sites,active_weeks
AAA,2013J,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,1,4962.0,203.0,85.0,29.0
AAA,2013J,M,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,1,1066.0,69.0,49.0,10.0
AAA,2013J,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,N,1,2406.0,118.0,71.0,17.0
AAA,2013J,M,East Anglian Region,A Level or Equivalent,10-20,35-55,0,90,N,0,3209.0,115.0,88.0,17.0
AAA,2013J,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,1,3344.0,126.0,93.0,18.0
AAA,2013J,M,London Region,Lower Than A Level,40-50%,0-35,0,60,N,1,1176.0,61.0,57.0,9.0
AAA,2013J,F,Scotland,A Level or Equivalent,30-40%,0-35,0,150,N,1,492.0,49.0,45.0,7.0
AAA,2013J,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,0,130.0,15.0,24.0,3.0
AAA,2013J,M,North Western Region,HE Qualification,30-40%,0-35,0,60,N,0,59.0,8.0,12.0,2.0
AAA,2013J,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,1,1961.0,87.0,69.0,13.0
AAA,2013J,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,1,1046.0,68.0,76.0,10.0
AAA,2013J,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,1,483.0,47.0,53.0,7.0
AAA,2013J,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,1,1740.0,108.0,65.0,16.0
AAA,2013J,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,1,652.0,33.0,37.0,5.0
AAA,2013J,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,1,5220.0,222.0,99.0,32.0
AAA,2013J,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,1,187.0,28.0,35.0,4.0
AAA,2013J,M,South East Region,HE Qualification,90-100%,55<=,0,60,N,1,1774.0,118.0,85.0,17.0
AAA,2013J,M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,1,864.0,93.0,52.0,14.0
AAA,2013J,M,South East Region,A Level or Equivalent,40-50%,35-55,0,240,N,0,708.0,86.0,50.0,13.0
AAA,2013J,M,South Region,Post Graduate Qualification,90-100%,55<=,0,60,N,1,2150.0,123.0,91.0,18.0
AAA,2013J,F,South East Region,HE Qualification,80-90%,0-35,0,60,N,1,514.0,58.0,44.0,9.0
AAA,2013J,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,1,1986.0,107.0,55.0,16.0
AAA,2013J,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,0,513.0,24.0,42.0,4.0
AAA,2013J,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,0,146.0,11.0,17.0,2.0
AAA,2013J,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,Y,1,1277.0,85.0,81.0,13.0
AAA,2013J,M,West Midlands Region,A Level or Equivalent,50-60%,35-55,0,120,N,1,987.0,81.0,63.0,12.0
AAA,2013J,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,1,1219.0,109.0,68.0,16.0
AAA,2013J,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,1,2735.0,185.0,83.0,27.0
AAA,2013J,F,East Midlands Region,HE Qualification,10-20,0-35,0,60,N,1,1077.0,85.0,69.0,13.0
AAA,2013J,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,1,1476.0,76.0,74.0,11.0
AAA,2013J,M,South West Region,A Level or Equivalent,60-70%,55<=,0,120,N,1,2218.0,143.0,84.0,21.0
AAA,2013J,M,South Region,Post Graduate Qualification,90-100%,55<=,0,60,N,1,12868.0,261.0,111.0,38.0
AAA,2013J,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,1,281.0,46.0,30.0,7.0
AAA,2013J,F,East Anglian Region,HE Qualification,80-90%,0-35,0,120,N,1,1277.0,105.0,66.0,15.0
AAA,2013J,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,1,6581.0,226.0,104.0,33.0
AAA,2013J,M,South Region,HE Qualification,90-100%,55<=,0,60,N,1,10053.0,229.0,102.0,33.0
AAA,2013J,M,East Anglian Region,HE Qualification,40-50%,35-55,0,60,N,1,1901.0,122.0,80.0,18.0
AAA,2013J,F,South West Region,A Level or Equivalent,10-20,35-55,0,60,N,1,1959.0,109.0,81.0,16.0
AAA,2013J,M,South East Region,A Level or Equivalent,90-100%,0-35,0,120,N,1,129.0,35.0,23.0,5.0
AAA,2013J,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,1,1620.0,68.0,67.0,10.0
AAA,2013J,M,Scotland,A Level or Equivalent,20-30%,0-35,0,120,N,1,301.0,31.0,39.0,5.0
AAA,2013J,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,1,630.0,34.0,45.0,5.0
AAA,2013J,F,London Region,A Level or Equivalent,50-60%,0-35,0,150,N,0,332.0,27.0,30.0,4.0
AAA,2013J,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,1,1311.0,109.0,66.0,16.0
AAA,2013J,M,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,1,332.0,32.0,28.0,5.0
AAA,2013J,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,180,N,0,201.0,35.0,25.0,5.0
AAA,2013J,M,Scotland,Lower Than A Level,50-60%,55<=,0,60,N,1,1949.0,97.0,74.0,14.0
AAA,2013J,M,Yorkshire Region,HE Qualification,0-10%,0-35,0,60,N,1,838.0,72.0,62.0,11.0
AAA,2013J,M,Ireland,HE Qualification,70-80%,35-55,0,120,N,1,3618.0,168.0,104.0,24.0
AAA,2013J,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,0,65.0,18.0,14.0,3.0
AAA,2013J,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,180,Y,1,547.0,51.0,50.0,8.0
AAA,2013J,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,1,2203.0,129.0,79.0,19.0
AAA,2013J,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,1,566.0,100.0,34.0,15.0
AAA,2013J,F,Scotland,HE Qualification,50-60%,35-55,0,120,N,0,164.0,8.0,17.0,2.0
AAA,2013J,M,North Western Region,HE Qualification,80-90%,35-55,0,60,N,1,738.0,75.0,50.0,11.0
AAA,2013J,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,0,166.0,27.0,23.0,4.0
AAA,2013J,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,0,821.0,63.0,47.0,9.0
AAA,2013J,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,1,890.0,77.0,72.0,11.0
AAA,2013J,M,East Anglian Region,Lower Than A Level,10-20,35-55,0,60,N,1,2115.0,146.0,85.0,21.0
AAA,2013J,M,South West Region,HE Qualification,40-50%,0-35,0,60,N,1,1465.0,129.0,63.0,19.0
AAA,2013J,F,South West Region,A Level or Equivalent,50-60%,0-35,0,120,Y,1,437.0,32.0,46.0,5.0
AAA,2013J,M,Wales,HE Qualification,50-60%,35-55,0,120,N,0,292.0,25.0,27.0,4.0
AAA,2013J,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,180,N,1,677.0,52.0,65.0,8.0
AAA,2013J,M,North Region,HE Qualification,?,0-35,0,60,N,1,2342.0,154.0,60.0,22.0
AAA,2013J,F,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,1,2333.0,124.0,85.0,18.0
AAA,2013J,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,1,1062.0,97.0,55.0,14.0
AAA,2013J,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,120,N,1,543.0,91.0,38.0,13.0
AAA,2013J,M,Ireland,Lower Than A Level,?,0-35,0,120,N,1,164.0,31.0,26.0,5.0
AAA,2013J,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,120,N,1,906.0,110.0,60.0,16.0
AAA,2013J,F,London Region,Lower Than A Level,80-90%,35-55,0,60,N,1,671.0,57.0,46.0,9.0
AAA,2013J,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,1,874.0,49.0,59.0,7.0
AAA,2013J,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,0,363.0,44.0,47.0,7.0
AAA,2013J,F,North Western Region,A Level or Equivalent,50-60%,35-55,0,120,N,1,2986.0,168.0,81.0,24.0
AAA,2013J,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,1,876.0,50.0,57.0,8.0
AAA,2013J,M,Yorkshire Region,HE Qualification,50-60%,0-35,0,180,N,1,996.0,70.0,61.0,10.0
AAA,2013J,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,240,N,0,1181.0,85.0,85.0,13.0
AAA,2013J,F,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,1,955.0,90.0,60.0,13.0
AAA,2013J,M,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,1,1444.0,82.0,59.0,12.0
AAA,2013J,M,Wales,Lower Than A Level,20-30%,35-55,0,120,N,1,509.0,26.0,44.0,4.0
AAA,2013J,M,North Region,A Level or Equivalent,20-30%,0-35,0,120,N,1,1384.0,85.0,68.0,13.0
AAA,2013J,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,120,N,1,805.0,104.0,60.0,15.0
AAA,2013J,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,Y,0,342.0,27.0,48.0,4.0
AAA,2013J,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,1,411.0,25.0,43.0,4.0
AAA,2013J,F,South East Region,A Level or Equivalent,70-80%,0-35,0,150,N,1,646.0,50.0,53.0,8.0
AAA,2013J,M,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,1,739.0,43.0,59.0,7.0
AAA,2013J,M,London Region,HE Qualification,30-40%,0-35,0,60,N,1,1237.0,138.0,84.0,20.0
AAA,2013J,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,1,2824.0,130.0,76.0,19.0
AAA,2013J,F,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,0,58.0,2.0,14.0,1.0
AAA,2013J,M,South East Region,HE Qualification,80-90%,0-35,0,120,N,1,900.0,77.0,57.0,11.0
AAA,2013J,M,North Western Region,HE Qualification,80-90%,35-55,0,60,N,1,998.0,88.0,64.0,13.0
AAA,2013J,M,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,1,1129.0,61.0,41.0,9.0
AAA,2013J,M,South East Region,HE Qualification,90-100%,0-35,0,120,N,1,521.0,58.0,55.0,9.0
AAA,2013J,M,North Western Region,HE Qualification,40-50%,0-35,0,120,N,1,2327.0,111.0,85.0,16.0
AAA,2013J,M,South East Region,HE Qualification,60-70%,0-35,0,60,N,1,910.0,66.0,46.0,10.0
AAA,2013J,M,West Midlands Region,HE Qualification,80-90%,0-35,0,120,N,0,223.0,31.0,26.0,5.0
AAA,2013J,M,West Midlands Region,HE Qualification,70-80%,0-35,0,120,N,1,780.0,42.0,59.0,6.0
AAA,2013J,M,Ireland,HE Qualification,90-100%,0-35,0,120,N,1,1271.0,50.0,62.0,8.0
AAA,2013J,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,120,N,0,194.0,19.0,25.0,3.0
AAA,2013J,M,South West Region,A Level or Equivalent,90-100%,0-35,0,120,N,1,7053.0,248.0,96.0,36.0
AAA,2013J,M,South Region,Post Graduate Qualification,90-100%,35-55,0,60,N,1,605.0,36.0,80.0,6.0
AAA,2013J,M,Scotland,Post Graduate Qualification,90-100%,35-55,0,60,N,0,406.0,34.0,33.0,5.0
AAA,2013J,M,South Region,HE Qualification,90-100%,55<=,0,120,N,1,3064.0,131.0,100.0,19.0
AAA,2013J,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,120,N,1,5669.0,218.0,114.0,32.0
AAA,2013J,M,South Region,Lower Than A Level,70-80%,55<=,0,60,N,1,4004.0,186.0,91.0,27.0
AAA,2013J,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,60,N,1,7262.0,218.0,101.0,32.0
AAA,2013J,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,1,3003.0,165.0,79.0,24.0
AAA,2013J,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,1,1355.0,92.0,90.0,14.0
AAA,2013J,M,North Western Region,HE Qualification,40-50%,35-55,0,60,N,1,1214.0,101.0,59.0,15.0
AAA,2013J,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,1,870.0,66.0,61.0,10.0
AAA,2013J,F,West Midlands Region,HE Qualification,90-100%,35-55,0,60,N,1,3077.0,156.0,90.0,23.0
AAA,2013J,M,South Region,HE Qualification,90-100%,35-55,0,60,N,1,5980.0,174.0,104.0,25.0
AAA,2013J,F,London Region,Lower Than A Level,30-40%,35-55,0,60,N,1,1896.0,150.0,83.0,22.0
AAA,2013J,M,Scotland,HE Qualification,80-90%,55<=,0,60,N,1,1691.0,123.0,62.0,18.0
AAA,2013J,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,0,240.0,24.0,26.0,4.0
AAA,2013J,F,East Midlands Region,HE Qualification,30-40%,35-55,0,60,N,1,910.0,75.0,67.0,11.0
AAA,2013J,F,Yorkshire Region,A Level or Equivalent,10-20,35-55,0,120,N,0,1907.0,43.0,91.0,7.0
AAA,2013J,M,West Midlands Region,HE Qualification,40-50%,35-55,0,120,N,1,3442.0,164.0,112.0,24.0
AAA,2013J,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,Y,0,939.0,47.0,55.0,7.0
AAA,2013J,M,London Region,A Level or Equivalent,70-80%,35-55,0,60,N,1,3493.0,155.0,76.0,23.0
AAA,2013J,F,South East Region,Lower Than A Level,80-90%,35-55,0,60,N,1,4201.0,132.0,77.0,19.0
AAA,2013J,M,London Region,Lower Than A Level,90-100%,35-55,0,60,N,1,723.0,19.0,68.0,3.0
AAA,2013J,M,South Region,HE Qualification,90-100%,35-55,0,60,N,0,998.0,44.0,55.0,7.0
AAA,2013J,M,North Western Region,A Level or Equivalent,60-70%,35-55,0,60,N,1,6020.0,212.0,112.0,31.0
AAA,2013J,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,1,5058.0,224.0,90.0,32.0
AAA,2013J,F,Scotland,HE Qualification,40-50%,35-55,0,60,N,1,2756.0,124.0,80.0,18.0
AAA,2013J,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,1,1759.0,75.0,99.0,11.0
AAA,2013J,M,South East Region,HE Qualification,70-80%,55<=,0,60,N,1,6854.0,221.0,127.0,32.0
AAA,2013J,M,Ireland,HE Qualification,?,35-55,0,60,N,1,1443.0,86.0,81.0,13.0
AAA,2013J,M,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,1,459.0,41.0,49.0,6.0
AAA,2013J,M,South West Region,Lower Than A Level,40-50%,35-55,0,60,N,1,6498.0,229.0,87.0,33.0
AAA,2013J,M,South West Region,Lower Than A Level,40-50%,35-55,0,300,Y,1,5962.0,218.0,93.0,32.0
AAA,2013J,M,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,60,N,1,1754.0,99.0,76.0,15.0
AAA,2013J,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,Y,1,927.0,61.0,67.0,9.0
AAA,2013J,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,1,4289.0,119.0,80.0,17.0
AAA,2013J,M,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,1,1964.0,144.0,89.0,21.0
AAA,2013J,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,Y,1,470.0,47.0,40.0,7.0
AAA,2013J,M,Ireland,Lower Than A Level,50-60%,35-55,0,120,N,1,1214.0,59.0,75.0,9.0
AAA,2013J,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,Y,1,1400.0,80.0,78.0,12.0
AAA,2013J,M,North Western Region,Lower Than A Level,30-40%,35-55,0,60,N,1,516.0,38.0,49.0,6.0
AAA,2013J,F,South West Region,Lower Than A Level,70-80%,35-55,0,60,N,1,1731.0,93.0,69.0,14.0
AAA,2013J,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,0,2386.0,145.0,85.0,21.0
AAA,2013J,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,1,1143.0,77.0,74.0,11.0
AAA,2013J,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,1,685.0,65.0,44.0,10.0
AAA,2013J,F,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,0,1967.0,87.0,65.0,13.0
AAA,2013J,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,1,701.0,53.0,54.0,8.0
AAA,2013J,F,North Western Region,Lower Than A Level,80-90%,35-55,0,60,N,1,4692.0,168.0,105.0,24.0
