code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,target,total_clicks,active_days,unique_vle_sites,active_weeks
AAA,2013J,F,London Region,A Level or Equivalent,10-20,35-55,0,60,N,1,2089.0,106.0,75.0,16.0
AAA,2013J,M,Ireland,HE Qualification,?,0-35,0,180,N,0,1037.0,48.0,48.0,7.0
AAA,2013J,M,London Region,HE Qualification,60-70%,0-35,0,60,N,1,140.0,20.0,17.0,3.0
AAA,2013J,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,1,282.0,24.0,33.0,4.0
AAA,2013J,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,1,425.0,29.0,36.0,5.0
AAA,2013J,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,1,632.0,65.0,33.0,10.0
AAA,2013J,M,London Region,A Level or Equivalent,40-50%,0-35,0,240,N,1,1240.0,53.0,44.0,8.0
AAA,2013J,M,Scotland,Post Graduate Qualification,90-100%,0-35,0,60,N,1,252.0,21.0,25.0,3.0
AAA,2013J,M,South Region,HE Qualification,90-100%,55<=,0,60,N,1,1073.0,93.0,74.0,14.0
AAA,2013J,M,London Region,HE Qualification,80-90%,0-35,0,80,N,1,173.0,16.0,25.0,3.0
AAA,2013J,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,1,271.0,24.0,32.0,4.0
AAA,2013J,M,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,1,1362.0,85.0,62.0,13.0
AAA,2013J,F,East Midlands Region,HE Qualification,60-70%,35-55,0,60,N,0,850.0,60.0,57.0,9.0
AAA,2013J,M,London Region,HE Qualification,20-30%,35-55,0,60,N,1,394.0,27.0,73.0,4.0
AAA,2013J,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,1,710.0,38.0,36.0,6.0
AAA,2013J,M,North Western Region,Lower Than A Level,20-30%,0-35,0,90,N,1,1381.0,113.0,52.0,17.0
AAA,2013J,M,Wales,Lower Than A Level,20-30%,35-55,0,60,N,1,1943.0,98.0,58.0,14.0
AAA,2013J,M,North Western Region,HE Qualification,10-20,0-35,0,120,N,1,648.0,62.0,44.0,9.0
AAA,2013J,F,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,1,474.0,34.0,44.0,5.0
AAA,2013J,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,1,3075.0,126.0,69.0,18.0
AAA,2013J,M,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,1,638.0,39.0,38.0,6.0
AAA,2013J,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,N,1,1784.0,75.0,59.0,11.0
AAA,2013J,M,East Anglian Region,A Level or Equivalent,10-20,35-55,0,90,N,0,1703.0,60.0,52.0,9.0
AAA,2013J,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,1,2273.0,81.0,71.0,12.0
AAA,2013J,M,London Region,Lower Than A Level,40-50%,0-35,0,60,N,1,693.0,35.0,41.0,5.0
AAA,2013J,F,Scotland,A Level or Equivalent,30-40%,0-35,0,150,N,1,292.0,31.0,26.0,5.0
AAA,2013J,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,0,105.0,10.0,19.0,2.0
AAA,2013J,M,North Western Region,HE Qualification,30-40%,0-35,0,60,N,0,59.0,8.0,12.0,2.0
AAA,2013J,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,1,1478.0,56.0,53.0,8.0
AAA,2013J,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,1,634.0,34.0,52.0,5.0
AAA,2013J,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,1,401.0,34.0,43.0,5.0
AAA,2013J,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,1,1216.0,65.0,45.0,10.0
AAA,2013J,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,1,246.0,17.0,27.0,3.0
AAA,2013J,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,1,3613.0,124.0,83.0,18.0
AAA,2013J,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,1,71.0,15.0,17.0,3.0
AAA,2013J,M,South East Region,HE Qualification,90-100%,55<=,0,60,N,1,1236.0,67.0,66.0,10.0
AAA,2013J,M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,1,524.0,56.0,37.0,8.0
AAA,2013J,M,South East Region,A Level or Equivalent,40-50%,35-55,0,240,N,0,574.0,58.0,41.0,9.0
AAA,2013J,M,South Region,Post Graduate Qualification,90-100%,55<=,0,60,N,1,1574.0,78.0,84.0,12.0
AAA,2013J,F,South East Region,HE Qualification,80-90%,0-35,0,60,N,1,357.0,36.0,29.0,6.0
AAA,2013J,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,1,1206.0,58.0,46.0,9.0
AAA,2013J,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,0,512.0,23.0,42.0,4.0
AAA,2013J,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,0,127.0,9.0,13.0,2.0
AAA,2013J,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,Y,1,921.0,54.0,63.0,8.0
AAA,2013J,M,West Midlands Region,A Level or Equivalent,50-60%,35-55,0,120,N,1,620.0,50.0,45.0,8.0
AAA,2013J,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,1,751.0,66.0,46.0,10.0
AAA,2013J,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,1,2193.0,119.0,63.0,17.0
AAA,2013J,F,East Midlands Region,HE Qualification,10-20,0-35,0,60,N,1,617.0,52.0,53.0,8.0
AAA,2013J,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,1,1019.0,47.0,56.0,7.0
AAA,2013J,M,South West Region,A Level or Equivalent,60-70%,55<=,0,120,N,1,1536.0,81.0,70.0,12.0
AAA,2013J,M,South Region,Post Graduate Qualification,90-100%,55<=,0,60,N,1,8448.0,144.0,89.0,21.0
AAA,2013J,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,1,226.0,26.0,26.0,4.0
AAA,2013J,F,East Anglian Region,HE Qualification,80-90%,0-35,0,120,N,1,904.0,71.0,46.0,11.0
AAA,2013J,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,1,2897.0,111.0,77.0,16.0
AAA,2013J,M,South Region,HE Qualification,90-100%,55<=,0,60,N,1,6935.0,133.0,84.0,19.0
AAA,2013J,M,East Anglian Region,HE Qualification,40-50%,35-55,0,60,N,1,1307.0,74.0,56.0,11.0
AAA,2013J,F,South West Region,A Level or Equivalent,10-20,35-55,0,60,N,1,1185.0,64.0,60.0,10.0
AAA,2013J,M,South East Region,A Level or Equivalent,90-100%,0-35,0,120,N,1,99.0,24.0,20.0,4.0
AAA,2013J,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,1,884.0,34.0,48.0,5.0
AAA,2013J,M,Scotland,A Level or Equivalent,20-30%,0-35,0,120,N,1,101.0,18.0,17.0,3.0
AAA,2013J,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,1,289.0,17.0,27.0,3.0
AAA,2013J,F,London Region,A Level or Equivalent,50-60%,0-35,0,150,N,0,302.0,22.0,28.0,4.0
AAA,2013J,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,1,966.0,67.0,54.0,10.0
AAA,2013J,M,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,1,218.0,19.0,22.0,3.0
AAA,2013J,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,180,N,0,68.0,19.0,13.0,3.0
AAA,2013J,M,Scotland,Lower Than A Level,50-60%,55<=,0,60,N,1,1250.0,60.0,60.0,9.0
AAA,2013J,M,Yorkshire Region,HE Qualification,0-10%,0-35,0,60,N,1,591.0,41.0,46.0,6.0
AAA,2013J,M,Ireland,HE Qualification,70-80%,35-55,0,120,N,1,2871.0,109.0,88.0,16.0
AAA,2013J,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,0,41.0,11.0,10.0,2.0
AAA,2013J,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,180,Y,1,352.0,29.0,31.0,5.0
AAA,2013J,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,1,1336.0,77.0,55.0,11.0
AAA,2013J,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,1,392.0,65.0,25.0,10.0
AAA,2013J,F,Scotland,HE Qualification,50-60%,35-55,0,120,N,0,164.0,8.0,17.0,2.0
AAA,2013J,M,North Western Region,HE Qualification,80-90%,35-55,0,60,N,1,440.0,44.0,39.0,7.0
AAA,2013J,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,0,155.0,23.0,22.0,4.0
AAA,2013J,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,0,475.0,39.0,40.0,6.0
AAA,2013J,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,1,628.0,48.0,50.0,7.0
AAA,2013J,M,East Anglian Region,Lower Than A Level,10-20,35-55,0,60,N,1,1406.0,82.0,65.0,12.0
AAA,2013J,M,South West Region,HE Qualification,40-50%,0-35,0,60,N,1,993.0,82.0,51.0,12.0
AAA,2013J,F,South West Region,A Level or Equivalent,50-60%,0-35,0,120,Y,1,277.0,20.0,32.0,3.0
AAA,2013J,M,Wales,HE Qualification,50-60%,35-55,0,120,N,0,116.0,9.0,13.0,2.0
AAA,2013J,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,180,N,1,560.0,39.0,52.0,6.0
AAA,2013J,M,North Region,HE Qualification,?,0-35,0,60,N,1,1289.0,79.0,41.0,12.0
AAA,2013J,F,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,1,1263.0,64.0,58.0,10.0
AAA,2013J,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,1,687.0,59.0,34.0,9.0
AAA,2013J,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,120,N,1,316.0,61.0,27.0,9.0
AAA,2013J,M,Ireland,Lower Than A Level,?,0-35,0,120,N,1,105.0,23.0,16.0,4.0
AAA,2013J,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,120,N,1,641.0,66.0,41.0,10.0
AAA,2013J,F,London Region,Lower Than A Level,80-90%,35-55,0,60,N,1,428.0,34.0,34.0,5.0
AAA,2013J,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,1,493.0,33.0,41.0,5.0
AAA,2013J,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,0,268.0,31.0,36.0,5.0
AAA,2013J,F,North Western Region,A Level or Equivalent,50-60%,35-55,0,120,N,1,1149.0,75.0,49.0,11.0
AAA,2013J,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,1,437.0,28.0,37.0,4.0
AAA,2013J,M,Yorkshire Region,HE Qualification,50-60%,0-35,0,180,N,1,566.0,31.0,39.0,5.0
AAA,2013J,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,240,N,0,754.0,53.0,58.0,8.0
AAA,2013J,F,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,1,751.0,63.0,45.0,9.0
AAA,2013J,M,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,1,1262.0,62.0,54.0,9.0
AAA,2013J,M,Wales,Lower Than A Level,20-30%,35-55,0,120,N,1,487.0,23.0,39.0,4.0
AAA,2013J,M,North Region,A Level or Equivalent,20-30%,0-35,0,120,N,1,708.0,46.0,42.0,7.0
AAA,2013J,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,120,N,1,413.0,60.0,37.0,9.0
AAA,2013J,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,Y,0,319.0,22.0,46.0,4.0
AAA,2013J,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,1,232.0,14.0,24.0,2.0
AAA,2013J,F,South East Region,A Level or Equivalent,70-80%,0-35,0,150,N,1,346.0,25.0,33.0,4.0
AAA,2013J,M,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,1,302.0,23.0,31.0,4.0
AAA,2013J,M,London Region,HE Qualification,30-40%,0-35,0,60,N,1,808.0,86.0,60.0,13.0
AAA,2013J,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,1,1504.0,68.0,54.0,10.0
AAA,2013J,F,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,0,58.0,2.0,14.0,1.0
AAA,2013J,M,South East Region,HE Qualification,80-90%,0-35,0,120,N,1,734.0,54.0,43.0,8.0
AAA,2013J,M,North Western Region,HE Qualification,80-90%,35-55,0,60,N,1,641.0,64.0,50.0,10.0
AAA,2013J,M,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,1,820.0,42.0,34.0,6.0
AAA,2013J,M,South East Region,HE Qualification,90-100%,0-35,0,120,N,1,359.0,44.0,38.0,7.0
AAA,2013J,M,North Western Region,HE Qualification,40-50%,0-35,0,120,N,1,1683.0,76.0,61.0,11.0
AAA,2013J,M,South East Region,HE Qualification,60-70%,0-35,0,60,N,1,815.0,51.0,43.0,8.0
AAA,2013J,M,West Midlands Region,HE Qualification,80-90%,0-35,0,120,N,0,108.0,12.0,16.0,2.0
AAA,2013J,M,West Midlands Region,HE Qualification,70-80%,0-35,0,120,N,1,291.0,24.0,24.0,4.0
AAA,2013J,M,Ireland,HE Qualification,90-100%,0-35,0,120,N,1,949.0,35.0,49.0,5.0
AAA,2013J,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,120,N,0,115.0,11.0,17.0,2.0
AAA,2013J,M,South West Region,A Level or Equivalent,90-100%,0-35,0,120,N,1,3671.0,131.0,60.0,19.0
AAA,2013J,M,South Region,Post Graduate Qualification,90-100%,35-55,0,60,N,1,478.0,26.0,56.0,4.0
AAA,2013J,M,Scotland,Post Graduate Qualification,90-100%,35-55,0,60,N,0,406.0,34.0,33.0,5.0
AAA,2013J,M,South Region,HE Qualification,90-100%,55<=,0,120,N,1,1656.0,78.0,74.0,12.0
AAA,2013J,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,120,N,1,2628.0,111.0,78.0,16.0
AAA,2013J,M,South Region,Lower Than A Level,70-80%,55<=,0,60,N,1,2637.0,108.0,70.0,16.0
AAA,2013J,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,60,N,1,4783.0,123.0,84.0,18.0
AAA,2013J,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,1,1640.0,91.0,56.0,13.0
AAA,2013J,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,1,927.0,60.0,83.0,9.0
AAA,2013J,M,North Western Region,HE Qualification,40-50%,35-55,0,60,N,1,685.0,57.0,40.0,9.0
AAA,2013J,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,1,500.0,34.0,45.0,5.0
AAA,2013J,F,West Midlands Region,HE Qualification,90-100%,35-55,0,60,N,1,1711.0,99.0,67.0,15.0
AAA,2013J,M,South Region,HE Qualification,90-100%,35-55,0,60,N,1,4104.0,105.0,84.0,15.0
AAA,2013J,F,London Region,Lower Than A Level,30-40%,35-55,0,60,N,1,1068.0,92.0,60.0,14.0
AAA,2013J,M,Scotland,HE Qualification,80-90%,55<=,0,60,N,1,1206.0,73.0,50.0,11.0
AAA,2013J,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,0,240.0,24.0,26.0,4.0
AAA,2013J,F,East Midlands Region,HE Qualification,30-40%,35-55,0,60,N,1,665.0,51.0,52.0,8.0
AAA,2013J,F,Yorkshire Region,A Level or Equivalent,10-20,35-55,0,120,N,0,1529.0,32.0,81.0,5.0
AAA,2013J,M,West Midlands Region,HE Qualification,40-50%,35-55,0,120,N,1,1972.0,85.0,91.0,13.0
AAA,2013J,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,Y,0,524.0,25.0,39.0,4.0
AAA,2013J,M,London Region,A Level or Equivalent,70-80%,35-55,0,60,N,1,1898.0,86.0,51.0,13.0
AAA,2013J,F,South East Region,Lower Than A Level,80-90%,35-55,0,60,N,1,2686.0,70.0,60.0,10.0
AAA,2013J,M,London Region,Lower Than A Level,90-100%,35-55,0,60,N,1,602.0,12.0,59.0,2.0
AAA,2013J,M,South Region,HE Qualification,90-100%,35-55,0,60,N,0,993.0,41.0,55.0,6.0
AAA,2013J,M,North Western Region,A Level or Equivalent,60-70%,35-55,0,60,N,1,4027.0,122.0,86.0,18.0
AAA,2013J,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,1,3380.0,133.0,67.0,19.0
AAA,2013J,F,Scotland,HE Qualification,40-50%,35-55,0,60,N,1,1354.0,58.0,54.0,9.0
AAA,2013J,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,1,1283.0,46.0,80.0,7.0
AAA,2013J,M,South East Region,HE Qualification,70-80%,55<=,0,60,N,1,4349.0,121.0,107.0,18.0
AAA,2013J,M,Ireland,HE Qualification,?,35-55,0,60,N,1,812.0,41.0,47.0,6.0
AAA,2013J,M,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,1,355.0,30.0,42.0,5.0
AAA,2013J,M,South West Region,Lower Than A Level,40-50%,35-55,0,60,N,1,3067.0,113.0,62.0,17.0
AAA,2013J,M,South West Region,Lower Than A Level,40-50%,35-55,0,300,Y,1,3072.0,101.0,77.0,15.0
AAA,2013J,M,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,60,N,1,994.0,55.0,48.0,8.0
AAA,2013J,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,Y,1,540.0,32.0,46.0,5.0
AAA,2013J,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,1,1589.0,82.0,66.0,12.0
AAA,2013J,M,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,1,1296.0,83.0,68.0,12.0
AAA,2013J,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,Y,1,348.0,25.0,29.0,4.0
AAA,2013J,M,Ireland,Lower Than A Level,50-60%,35-55,0,120,N,1,635.0,39.0,61.0,6.0
AAA,2013J,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,Y,1,620.0,39.0,56.0,6.0
AAA,2013J,M,North Western Region,Lower Than A Level,30-40%,35-55,0,60,N,1,463.0,24.0,44.0,4.0
AAA,2013J,F,South West Region,Lower Than A Level,70-80%,35-55,0,60,N,1,1225.0,65.0,50.0,10.0
AAA,2013J,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,0,1477.0,85.0,60.0,13.0
AAA,2013J,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,1,668.0,40.0,51.0,6.0
AAA,2013J,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,1,544.0,43.0,39.0,7.0
AAA,2013J,F,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,0,1602.0,66.0,53.0,10.0
AAA,2013J,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,1,538.0,34.0,39.0,5.0
AAA,2013J,F,North Western Region,Lower Than A Level,80-90%,35-55,0,60,N,1,2682.0,97.0,79.0,14.0
AAA,2013J,F,South Region,Lower Than A Level,70-80%,35-55,0,60,N,1,1158.0,54.0,48.0,8.0
