code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,target,total_clicks,active_days,unique_vle_sites,active_weeks
AAA,2013J,F,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,1,1059.0,43.0,49.0,7.0
AAA,2013J,M,Yorkshire Region,Lower Than A Level,60-70%,35-55,0,60,N,1,1658.0,60.0,43.0,9.0
AAA,2013J,F,North Region,Post Graduate Qualification,?,35-55,0,60,N,1,479.0,20.0,28.0,3.0
AAA,2013J,M,Yorkshire Region,HE Qualification,60-70%,35-55,0,60,N,1,663.0,41.0,42.0,6.0
AAA,2013J,M,Wales,HE Qualification,0-10%,0-35,0,60,N,1,612.0,29.0,32.0,5.0
AAA,2013J,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,N,1,698.0,40.0,40.0,6.0
AAA,2013J,M,East Midlands Region,HE Qualification,30-40%,0-35,0,120,N,1,127.0,11.0,17.0,2.0
AAA,2013J,M,South Region,A Level or Equivalent,40-50%,35-55,0,60,N,1,1094.0,48.0,39.0,7.0
AAA,2013J,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,180,N,1,541.0,36.0,34.0,6.0
AAA,2013J,F,East Anglian Region,Lower Than A Level,80-90%,35-55,0,120,N,1,157.0,8.0,14.0,2.0
AAA,2013J,F,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,1,949.0,40.0,41.0,6.0
AAA,2013J,M,South West Region,A Level or Equivalent,40-50%,35-55,0,60,N,1,2104.0,62.0,42.0,9.0
AAA,2013J,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,240,N,1,802.0,30.0,36.0,5.0
AAA,2013J,F,North Region,A Level or Equivalent,50-60%,35-55,0,60,N,1,585.0,22.0,34.0,4.0
AAA,2013J,F,South Region,HE Qualification,80-90%,35-55,0,60,N,1,1855.0,62.0,77.0,9.0
AAA,2013J,M,South West Region,HE Qualification,60-70%,0-35,0,120,N,1,275.0,20.0,30.0,3.0
AAA,2013J,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,0,267.0,16.0,29.0,3.0
AAA,2013J,M,North Region,Lower Than A Level,60-70%,0-35,0,120,N,0,426.0,36.0,23.0,6.0
AAA,2013J,F,London Region,A Level or Equivalent,80-90%,0-35,0,150,N,1,40.0,6.0,7.0,1.0
AAA,2013J,M,London Region,A Level or Equivalent,0-10%,35-55,0,420,N,1,585.0,28.0,29.0,4.0
AAA,2013J,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,1,1560.0,66.0,43.0,10.0
AAA,2013J,F,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,1,599.0,32.0,30.0,5.0
AAA,2013J,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,1,118.0,12.0,18.0,2.0
AAA,2013J,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,60,N,1,658.0,35.0,34.0,5.0
AAA,2013J,F,West Midlands Region,Lower Than A Level,10-20,35-55,0,60,N,1,317.0,13.0,26.0,2.0
AAA,2013J,M,Ireland,HE Qualification,?,35-55,0,60,N,1,474.0,36.0,36.0,6.0
AAA,2013J,F,Ireland,A Level or Equivalent,?,35-55,0,60,N,1,299.0,16.0,31.0,3.0
AAA,2013J,M,East Anglian Region,HE Qualification,90-100%,55<=,0,60,N,1,2338.0,72.0,50.0,11.0
AAA,2013J,M,North Region,HE Qualification,?,35-55,0,60,N,1,2033.0,67.0,72.0,10.0
AAA,2013J,M,North Western Region,HE Qualification,70-80%,35-55,0,60,N,1,1331.0,45.0,34.0,7.0
AAA,2013J,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,180,N,0,101.0,8.0,12.0,2.0
AAA,2013J,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,1,888.0,54.0,36.0,8.0
AAA,2013J,F,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,1,980.0,48.0,45.0,7.0
AAA,2013J,M,London Region,A Level or Equivalent,10-20,0-35,0,180,N,1,365.0,19.0,35.0,3.0
AAA,2013J,M,South West Region,HE Qualification,80-90%,35-55,0,170,N,1,680.0,58.0,47.0,9.0
AAA,2013J,M,London Region,HE Qualification,10-20,0-35,0,120,N,0,427.0,15.0,36.0,3.0
AAA,2013J,M,Scotland,HE Qualification,30-40%,35-55,0,60,N,1,982.0,38.0,78.0,6.0
AAA,2013J,M,South East Region,A Level or Equivalent,50-60%,35-55,0,60,N,1,3741.0,76.0,55.0,11.0
AAA,2013J,M,Scotland,A Level or Equivalent,90-100%,0-35,0,120,N,1,711.0,31.0,41.0,5.0
AAA,2013J,F,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,1,1084.0,58.0,44.0,9.0
AAA,2013J,M,London Region,Lower Than A Level,50-60%,35-55,0,60,N,1,312.0,33.0,34.0,5.0
AAA,2013J,M,South West Region,HE Qualification,80-90%,35-55,0,60,N,1,957.0,46.0,63.0,7.0
AAA,2013J,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,90,Y,0,273.0,15.0,28.0,3.0
AAA,2013J,F,London Region,A Level or Equivalent,10-20,35-55,0,60,N,1,1376.0,61.0,48.0,9.0
AAA,2013J,M,Ireland,HE Qualification,?,0-35,0,180,N,0,808.0,34.0,34.0,5.0
AAA,2013J,M,London Region,HE Qualification,60-70%,0-35,0,60,N,1,103.0,14.0,10.0,2.0
AAA,2013J,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,1,193.0,14.0,25.0,2.0
AAA,2013J,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,1,363.0,20.0,30.0,3.0
AAA,2013J,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,1,385.0,38.0,22.0,6.0
AAA,2013J,M,London Region,A Level or Equivalent,40-50%,0-35,0,240,N,1,986.0,39.0,33.0,6.0
AAA,2013J,M,Scotland,Post Graduate Qualification,90-100%,0-35,0,60,N,1,191.0,14.0,20.0,2.0
AAA,2013J,M,South Region,HE Qualification,90-100%,55<=,0,60,N,1,671.0,52.0,47.0,8.0
AAA,2013J,M,London Region,HE Qualification,80-90%,0-35,0,80,N,1,113.0,11.0,19.0,2.0
AAA,2013J,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,1,219.0,12.0,28.0,2.0
AAA,2013J,M,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,1,948.0,54.0,45.0,8.0
AAA,2013J,F,East Midlands Region,HE Qualification,60-70%,35-55,0,60,N,0,492.0,30.0,38.0,5.0
AAA,2013J,M,London Region,HE Qualification,20-30%,35-55,0,60,N,1,236.0,14.0,47.0,2.0
AAA,2013J,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,1,522.0,28.0,30.0,4.0
AAA,2013J,M,North Western Region,Lower Than A Level,20-30%,0-35,0,90,N,1,1035.0,64.0,37.0,10.0
AAA,2013J,M,Wales,Lower Than A Level,20-30%,35-55,0,60,N,1,1559.0,63.0,43.0,9.0
AAA,2013J,M,North Western Region,HE Qualification,10-20,0-35,0,120,N,1,465.0,28.0,31.0,4.0
AAA,2013J,F,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,1,316.0,22.0,31.0,4.0
AAA,2013J,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,1,1309.0,67.0,37.0,10.0
AAA,2013J,M,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,1,488.0,27.0,31.0,4.0
AAA,2013J,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,N,1,1369.0,45.0,43.0,7.0
AAA,2013J,M,East Anglian Region,A Level or Equivalent,10-20,35-55,0,90,N,0,1380.0,39.0,39.0,6.0
AAA,2013J,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,1,1641.0,50.0,51.0,8.0
AAA,2013J,M,London Region,Lower Than A Level,40-50%,0-35,0,60,N,1,515.0,22.0,34.0,4.0
AAA,2013J,F,Scotland,A Level or Equivalent,30-40%,0-35,0,150,N,1,230.0,22.0,19.0,4.0
AAA,2013J,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,0,100.0,9.0,19.0,2.0
AAA,2013J,M,North Western Region,HE Qualification,30-40%,0-35,0,60,N,0,54.0,7.0,9.0,1.0
AAA,2013J,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,1,1236.0,39.0,40.0,6.0
AAA,2013J,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,1,400.0,20.0,38.0,3.0
AAA,2013J,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,1,304.0,22.0,29.0,4.0
AAA,2013J,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,1,827.0,34.0,31.0,5.0
AAA,2013J,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,1,184.0,11.0,19.0,2.0
AAA,2013J,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,1,2238.0,68.0,58.0,10.0
AAA,2013J,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,1,32.0,7.0,11.0,1.0
AAA,2013J,M,South East Region,HE Qualification,90-100%,55<=,0,60,N,1,725.0,35.0,36.0,5.0
AAA,2013J,M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,1,367.0,32.0,26.0,5.0
AAA,2013J,M,South East Region,A Level or Equivalent,40-50%,35-55,0,240,N,0,468.0,39.0,35.0,6.0
AAA,2013J,M,South Region,Post Graduate Qualification,90-100%,55<=,0,60,N,1,813.0,38.0,53.0,6.0
AAA,2013J,F,South East Region,HE Qualification,80-90%,0-35,0,60,N,1,306.0,27.0,26.0,4.0
AAA,2013J,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,1,824.0,38.0,32.0,6.0
AAA,2013J,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,0,348.0,15.0,24.0,3.0
AAA,2013J,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,0,127.0,9.0,13.0,2.0
AAA,2013J,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,Y,1,735.0,40.0,50.0,6.0
AAA,2013J,M,West Midlands Region,A Level or Equivalent,50-60%,35-55,0,120,N,1,423.0,30.0,33.0,5.0
AAA,2013J,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,1,580.0,40.0,37.0,6.0
AAA,2013J,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,1,1615.0,71.0,59.0,11.0
AAA,2013J,F,East Midlands Region,HE Qualification,10-20,0-35,0,60,N,1,429.0,33.0,35.0,5.0
AAA,2013J,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,1,674.0,28.0,44.0,4.0
AAA,2013J,M,South West Region,A Level or Equivalent,60-70%,55<=,0,120,N,1,1015.0,43.0,52.0,7.0
AAA,2013J,M,South Region,Post Graduate Qualification,90-100%,55<=,0,60,N,1,5931.0,78.0,57.0,12.0
AAA,2013J,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,1,185.0,19.0,20.0,3.0
AAA,2013J,F,East Anglian Region,HE Qualification,80-90%,0-35,0,120,N,1,643.0,46.0,35.0,7.0
AAA,2013J,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,1,1627.0,62.0,47.0,9.0
AAA,2013J,M,South Region,HE Qualification,90-100%,55<=,0,60,N,1,4573.0,73.0,61.0,11.0
AAA,2013J,M,East Anglian Region,HE Qualification,40-50%,35-55,0,60,N,1,938.0,47.0,39.0,7.0
AAA,2013J,F,South West Region,A Level or Equivalent,10-20,35-55,0,60,N,1,660.0,35.0,32.0,5.0
AAA,2013J,M,South East Region,A Level or Equivalent,90-100%,0-35,0,120,N,1,75.0,14.0,16.0,2.0
AAA,2013J,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,1,686.0,23.0,38.0,4.0
AAA,2013J,M,Scotland,A Level or Equivalent,20-30%,0-35,0,120,N,1,76.0,11.0,12.0,2.0
AAA,2013J,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,1,258.0,13.0,23.0,2.0
AAA,2013J,F,London Region,A Level or Equivalent,50-60%,0-35,0,150,N,0,272.0,18.0,25.0,3.0
AAA,2013J,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,1,747.0,42.0,38.0,6.0
AAA,2013J,M,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,1,129.0,11.0,16.0,2.0
AAA,2013J,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,180,N,0,36.0,10.0,6.0,2.0
AAA,2013J,M,Scotland,Lower Than A Level,50-60%,55<=,0,60,N,1,943.0,39.0,45.0,6.0
AAA,2013J,M,Yorkshire Region,HE Qualification,0-10%,0-35,0,60,N,1,493.0,31.0,41.0,5.0
AAA,2013J,M,Ireland,HE Qualification,70-80%,35-55,0,120,N,1,1774.0,52.0,65.0,8.0
AAA,2013J,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,0,38.0,10.0,10.0,2.0
AAA,2013J,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,180,Y,1,182.0,12.0,22.0,2.0
AAA,2013J,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,1,803.0,43.0,34.0,7.0
AAA,2013J,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,1,279.0,40.0,20.0,6.0
AAA,2013J,F,Scotland,HE Qualification,50-60%,35-55,0,120,N,0,164.0,8.0,17.0,2.0
AAA,2013J,M,North Western Region,HE Qualification,80-90%,35-55,0,60,N,1,305.0,28.0,29.0,4.0
AAA,2013J,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,0,88.0,15.0,14.0,3.0
AAA,2013J,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,0,309.0,27.0,23.0,4.0
AAA,2013J,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,1,506.0,33.0,37.0,5.0
AAA,2013J,M,East Anglian Region,Lower Than A Level,10-20,35-55,0,60,N,1,987.0,54.0,44.0,8.0
AAA,2013J,M,South West Region,HE Qualification,40-50%,0-35,0,60,N,1,616.0,46.0,34.0,7.0
AAA,2013J,F,South West Region,A Level or Equivalent,50-60%,0-35,0,120,Y,1,194.0,11.0,22.0,2.0
AAA,2013J,M,Wales,HE Qualification,50-60%,35-55,0,120,N,0,85.0,6.0,12.0,1.0
AAA,2013J,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,180,N,1,417.0,23.0,40.0,4.0
AAA,2013J,M,North Region,HE Qualification,?,0-35,0,60,N,1,1112.0,52.0,36.0,8.0
AAA,2013J,F,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,1,773.0,26.0,30.0,4.0
AAA,2013J,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,1,543.0,43.0,26.0,7.0
AAA,2013J,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,120,N,1,266.0,43.0,27.0,7.0
AAA,2013J,M,Ireland,Lower Than A Level,?,0-35,0,120,N,1,64.0,15.0,13.0,3.0
AAA,2013J,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,120,N,1,503.0,41.0,35.0,6.0
AAA,2013J,F,London Region,Lower Than A Level,80-90%,35-55,0,60,N,1,384.0,25.0,30.0,4.0
AAA,2013J,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,1,401.0,26.0,34.0,4.0
AAA,2013J,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,0,181.0,17.0,31.0,3.0
AAA,2013J,F,North Western Region,A Level or Equivalent,50-60%,35-55,0,120,N,1,745.0,37.0,35.0,6.0
AAA,2013J,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,1,360.0,20.0,30.0,3.0
AAA,2013J,M,Yorkshire Region,HE Qualification,50-60%,0-35,0,180,N,1,438.0,21.0,30.0,3.0
AAA,2013J,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,240,N,0,523.0,31.0,43.0,5.0
AAA,2013J,F,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,1,625.0,38.0,37.0,6.0
AAA,2013J,M,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,1,965.0,45.0,36.0,7.0
AAA,2013J,M,Wales,Lower Than A Level,20-30%,35-55,0,120,N,1,437.0,18.0,35.0,3.0
AAA,2013J,M,North Region,A Level or Equivalent,20-30%,0-35,0,120,N,1,508.0,32.0,31.0,5.0
AAA,2013J,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,120,N,1,325.0,40.0,29.0,6.0
AAA,2013J,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,Y,0,241.0,12.0,33.0,2.0
AAA,2013J,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,1,123.0,10.0,19.0,2.0
AAA,2013J,F,South East Region,A Level or Equivalent,70-80%,0-35,0,150,N,1,273.0,19.0,26.0,3.0
AAA,2013J,M,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,1,221.0,13.0,27.0,2.0
AAA,2013J,M,London Region,HE Qualification,30-40%,0-35,0,60,N,1,511.0,48.0,37.0,7.0
AAA,2013J,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,1,1094.0,40.0,42.0,6.0
AAA,2013J,F,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,0,58.0,2.0,14.0,1.0
AAA,2013J,M,South East Region,HE Qualification,80-90%,0-35,0,120,N,1,544.0,32.0,30.0,5.0
AAA,2013J,M,North Western Region,HE Qualification,80-90%,35-55,0,60,N,1,500.0,44.0,34.0,7.0
AAA,2013J,M,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,1,731.0,29.0,25.0,5.0
AAA,2013J,M,South East Region,HE Qualification,90-100%,0-35,0,120,N,1,280.0,32.0,31.0,5.0
AAA,2013J,M,North Western Region,HE Qualification,40-50%,0-35,0,120,N,1,1330.0,53.0,44.0,8.0
AAA,2013J,M,South East Region,HE Qualification,60-70%,0-35,0,60,N,1,578.0,32.0,31.0,5.0
AAA,2013J,M,West Midlands Region,HE Qualification,80-90%,0-35,0,120,N,0,89.0,4.0,15.0,1.0
AAA,2013J,M,West Midlands Region,HE Qualification,70-80%,0-35,0,120,N,1,269.0,19.0,20.0,3.0
AAA,2013J,M,Ireland,HE Qualification,90-100%,0-35,0,120,N,1,823.0,25.0,38.0,4.0
AAA,2013J,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,120,N,0,105.0,7.0,14.0,1.0
AAA,2013J,M,South West Region,A Level or Equivalent,90-100%,0-35,0,120,N,1,2329.0,71.0,44.0,11.0
AAA,2013J,M,South Region,Post Graduate Qualification,90-100%,35-55,0,60,N,1,371.0,19.0,33.0,3.0
AAA,2013J,M,Scotland,Post Graduate Qualification,90-100%,35-55,0,60,N,0,379.0,29.0,28.0,5.0
AAA,2013J,M,South Region,HE Qualification,90-100%,55<=,0,120,N,1,1288.0,48.0,54.0,7.0
AAA,2013J,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,120,N,1,1483.0,59.0,51.0,9.0
AAA,2013J,M,South Region,Lower Than A Level,70-80%,55<=,0,60,N,1,1835.0,63.0,46.0,9.0
AAA,2013J,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,60,N,1,2938.0,69.0,58.0,10.0
AAA,2013J,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,1,1281.0,54.0,44.0,8.0
AAA,2013J,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,1,593.0,34.0,55.0,5.0
AAA,2013J,M,North Western Region,HE Qualification,40-50%,35-55,0,60,N,1,359.0,32.0,25.0,5.0
AAA,2013J,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,1,321.0,21.0,29.0,3.0
AAA,2013J,F,West Midlands Region,HE Qualification,90-100%,35-55,0,60,N,1,1196.0,59.0,45.0,9.0
AAA,2013J,M,South Region,HE Qualification,90-100%,35-55,0,60,N,1,2741.0,59.0,55.0,9.0
AAA,2013J,F,London Region,Lower Than A Level,30-40%,35-55,0,60,N,1,684.0,54.0,38.0,8.0
AAA,2013J,M,Scotland,HE Qualification,80-90%,55<=,0,60,N,1,1015.0,55.0,39.0,8.0
AAA,2013J,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,0,219.0,20.0,24.0,3.0
AAA,2013J,F,East Midlands Region,HE Qualification,30-40%,35-55,0,60,N,1,486.0,30.0,34.0,5.0
AAA,2013J,F,Yorkshire Region,A Level or Equivalent,10-20,35-55,0,120,N,0,883.0,19.0,46.0,3.0
AAA,2013J,M,West Midlands Region,HE Qualification,40-50%,35-55,0,120,N,1,1369.0,50.0,65.0,8.0
AAA,2013J,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,Y,0,354.0,16.0,30.0,3.0
AAA,2013J,M,London Region,A Level or Equivalent,70-80%,35-55,0,60,N,1,1462.0,53.0,41.0,8.0
AAA,2013J,F,South East Region,Lower Than A Level,80-90%,35-55,0,60,N,1,1853.0,41.0,41.0,6.0
AAA,2013J,M,London Region,Lower Than A Level,90-100%,35-55,0,60,N,1,453.0,10.0,46.0,2.0
AAA,2013J,M,South Region,HE Qualification,90-100%,35-55,0,60,N,0,791.0,29.0,39.0,5.0
AAA,2013J,M,North Western Region,A Level or Equivalent,60-70%,35-55,0,60,N,1,2634.0,69.0,59.0,10.0
AAA,2013J,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,1,2046.0,74.0,40.0,11.0
AAA,2013J,F,Scotland,HE Qualification,40-50%,35-55,0,60,N,1,925.0,32.0,37.0,5.0
AAA,2013J,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,1,834.0,26.0,43.0,4.0
AAA,2013J,M,South East Region,HE Qualification,70-80%,55<=,0,60,N,1,3086.0,65.0,80.0,10.0
AAA,2013J,M,Ireland,HE Qualification,?,35-55,0,60,N,1,655.0,32.0,37.0,5.0
AAA,2013J,M,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,1,271.0,21.0,30.0,3.0
AAA,2013J,M,South West Region,Lower Than A Level,40-50%,35-55,0,60,N,1,1771.0,59.0,41.0,9.0
AAA,2013J,M,South West Region,Lower Than A Level,40-50%,35-55,0,300,Y,1,1404.0,49.0,53.0,7.0
AAA,2013J,M,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,60,N,1,803.0,37.0,34.0,6.0
AAA,2013J,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,Y,1,450.0,24.0,38.0,4.0
AAA,2013J,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,1,1087.0,45.0,44.0,7.0
AAA,2013J,M,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,1,922.0,49.0,39.0,7.0
AAA,2013J,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,Y,1,333.0,22.0,27.0,4.0
AAA,2013J,M,Ireland,Lower Than A Level,50-60%,35-55,0,120,N,1,365.0,22.0,38.0,4.0
AAA,2013J,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,Y,1,411.0,23.0,39.0,4.0
AAA,2013J,M,North Western Region,Lower Than A Level,30-40%,35-55,0,60,N,1,357.0,13.0,32.0,2.0
AAA,2013J,F,South West Region,Lower Than A Level,70-80%,35-55,0,60,N,1,1065.0,45.0,46.0,7.0
AAA,2013J,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,0,995.0,52.0,40.0,8.0
AAA,2013J,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,1,450.0,23.0,38.0,4.0
AAA,2013J,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,1,447.0,31.0,35.0,5.0
AAA,2013J,F,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,0,1414.0,53.0,44.0,8.0
AAA,2013J,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,1,475.0,24.0,34.0,4.0
AAA,2013J,F,North Western Region,Lower Than A Level,80-90%,35-55,0,60,N,1,1649.0,62.0,46.0,9.0
AAA,2013J,F,South Region,Lower Than A Level,70-80%,35-55,0,60,N,1,852.0,36.0,34.0,6.0
AAA,2013J,M,North Western Region,HE Qualification,20-30%,55<=,0,60,N,1,893.0,65.0,42.0,10.0
